participante,seg_id,bpm_watch,pred_final
32,100,62.31813703749603,66.9784491891158
32,100,60.450349640846255,66.9784491891158
32,100,59.439183795623705,66.9784491891158
32,100,59.03930818647884,66.9784491891158
32,100,59.02286905399526,66.9784491891158
32,1000,65.85598950386047,64.5232310763936
32,1000,61.33076929344244,64.5232310763936
32,1000,57.95256884913425,64.5232310763936
32,1000,56.40822806523475,64.5232310763936
32,1000,56.13027525505461,64.5232310763936
32,1300,56.96775935511569,71.77833513670907
32,1300,55.98604626738148,71.77833513670907
32,1300,55.08386592483109,71.77833513670907
32,1300,54.40241287239702,71.77833513670907
32,1300,54.08885227806592,71.77833513670907
32,1400,59.87449530702639,64.25866780936015
32,1400,59.422867980261394,64.25866780936015
32,1400,61.15255075780032,64.25866780936015
32,1400,64.74111938919495,64.25866780936015
32,1400,68.01510234535863,64.25866780936015
33,200,89.08219698228876,104.61327702918948
33,200,86.91949955354005,104.61327702918948
33,200,88.91147552083582,104.61327702918948
33,200,93.99541996980642,104.61327702918948
33,200,100.2857236571126,104.61327702918948
33,700,115.7918451009891,104.82674041439957
33,700,115.53058148617352,104.82674041439957
33,700,115.66802001484544,104.82674041439957
33,700,115.82511626817448,104.82674041439957
33,700,115.49110270296512,104.82674041439957
33,800,105.208363305129,105.11956358480488
33,800,106.32691323612676,105.11956358480488
33,800,109.61086151187035,105.11956358480488
33,800,113.73866607812576,105.11956358480488
33,800,116.6508327764522,105.11956358480488
33,1400,100.40819204628944,113.34687637674021
33,1400,100.12663325687052,113.34687637674021
33,1400,100.74422333572176,113.34687637674021
33,1400,102.0162985126037,113.34687637674021
33,1400,102.83759526233356,113.34687637674021
34,500,87.18713494671715,85.3802134171702
34,500,85.15760840998067,85.3802134171702
34,500,84.36940095022128,85.3802134171702
34,500,84.98195380101473,85.3802134171702
34,500,85.9253425145046,85.3802134171702
34,1000,80.79910536119107,86.46313288425964
34,1000,77.58571579394402,86.46313288425964
34,1000,75.59909830175951,86.46313288425964
34,1000,74.659435447986,86.46313288425964
34,1000,73.92724347784682,86.46313288425964
34,1500,88.46153182983397,94.53310365310216
34,1500,90.18086302270106,94.53310365310216
34,1500,91.86069422624844,94.53310365310216
34,1500,93.31654791491373,94.53310365310216
34,1500,94.790980318408,94.53310365310216
34,1600,113.72935472676936,86.29148595202011
34,1600,121.26981705580268,86.29148595202011
34,1600,128.73998225509345,86.29148595202011
34,1600,134.3954378846404,86.29148595202011
34,1600,137.9414931626547,86.29148595202011
35,300,107.97402038669748,98.59100136500203
35,300,110.19319183052362,98.59100136500203
35,300,111.51203843659653,98.59100136500203
35,300,111.02547375030846,98.59100136500203
35,300,110.3401887568964,98.59100136500203
35,500,93.51910442488531,97.18256385957213
35,500,93.43214026601798,97.18256385957213
35,500,94.3744456855766,97.18256385957213
35,500,95.69434476198056,97.18256385957213
35,500,96.596390646582,97.18256385957213
35,600,110.5475820844751,96.66403240255116
35,600,112.64172744579152,96.66403240255116
35,600,113.77807987510384,96.66403240255116
35,600,112.8725583550218,96.66403240255116
35,600,112.00307880421995,96.66403240255116
35,1600,113.0677940385166,105.77091788666289
35,1600,119.66002053388787,105.77091788666289
35,1600,126.92087808522312,105.77091788666289
35,1600,133.5306781848272,105.77091788666289
35,1600,138.12982091996577,105.77091788666289
36,1100,80.46381329376904,96.64391558619597
36,1100,78.64835597855685,96.64391558619597
36,1100,78.34696906486096,96.64391558619597
36,1100,78.69930581103137,96.64391558619597
36,1100,79.1870291242486,96.64391558619597
36,1300,82.6321869863576,96.76738587889864
36,1300,82.29515350143629,96.76738587889864
36,1300,82.63649513607935,96.76738587889864
36,1300,82.62730700876806,96.76738587889864
36,1300,82.38360506017284,96.76738587889864
36,1400,76.50138421488391,97.80706249968468
36,1400,78.4508251835387,97.80706249968468
36,1400,83.65758966578528,97.80706249968468
36,1400,89.8299421776279,97.80706249968468
36,1400,95.46859997732462,97.80706249968468
36,1500,104.22821120737892,109.160262377496
36,1500,102.16422467964551,109.160262377496
36,1500,101.92320585990544,109.160262377496
36,1500,102.18191508773252,109.160262377496
36,1500,102.42866833448576,109.160262377496
37,900,74.45072474876008,70.61614977925423
37,900,76.05971495547853,70.61614977925423
37,900,76.89490081892384,70.61614977925423
37,900,76.8748225319437,70.61614977925423
37,900,76.53490843994054,70.61614977925423
37,1200,77.04712316898605,74.3971540070082
37,1200,74.67887340747949,74.3971540070082
37,1200,73.19905819820634,74.3971540070082
37,1200,72.31869234471095,74.3971540070082
37,1200,71.85511350972311,74.3971540070082
37,1400,69.0566441483017,72.03166256603737
37,1400,69.5407752652189,72.03166256603737
37,1400,71.13291707234981,72.03166256603737
37,1400,73.03951548177957,72.03166256603737
37,1400,74.30712718258216,72.03166256603737
37,1700,90.35455159852,82.29239926499903
37,1700,95.14013688264988,82.29239926499903
37,1700,97.72878710955251,82.29239926499903
37,1700,96.09799212057354,82.29239926499903
37,1700,92.51675059475424,82.29239926499903
38,100,85.87846933938725,89.15689509070855
38,100,86.54494961402116,89.15689509070855
38,100,87.51666955483424,89.15689509070855
38,100,88.54158413286333,89.15689509070855
38,100,88.90945397803793,89.15689509070855
38,600,93.21050309670436,89.66576223462702
38,600,90.4768449745137,89.66576223462702
38,600,89.16692380564552,89.66576223462702
38,600,90.8695367362076,89.66576223462702
38,600,94.81162372853332,89.66576223462702
